candidate_id,profile,label
TRAIN_454,"Candidate Profile: reliable problem solving, outstanding detail oriented, strong creativity, bad technical skills, poor task prioritization",HIRE
TRAIN_455,"Candidate Profile: poor creativity, outstanding critical thinking, lacking quick learner, excellent communication, outstanding technical skills",HIRE
TRAIN_456,"Candidate Profile: lacking task prioritization, good willing to learn, inconsistent quick learner, reliable leadership, excellent communication",HIRE
TRAIN_457,"Candidate Profile: lacking detail oriented, strong teamwork, bad creativity, reliable task prioritization, excellent technical skills",HIRE
TRAIN_458,"Candidate Profile: outstanding communication, weak problem solving, weak willing to learn, weak leadership, lacking technical skills",NOT HIRE
TRAIN_459,"Candidate Profile: outstanding leadership, strong detail oriented, poor communication, weak problem solving, poor task prioritization",HIRE
TRAIN_460,"Candidate Profile: lacking technical skills, poor problem solving, strong adaptability, inconsistent willing to learn, excellent leadership",HIRE
TRAIN_461,"Candidate Profile: inconsistent critical thinking, weak creativity, poor detail oriented, lacking problem solving, excellent communication",HIRE
TRAIN_462,"Candidate Profile: strong quick learner, outstanding communication, bad detail oriented, strong technical skills, good willing to learn",HIRE
TRAIN_463,"Candidate Profile: reliable problem solving, outstanding teamwork, bad task prioritization, poor communication, lacking adaptability",NOT HIRE
TRAIN_464,"Candidate Profile: inconsistent leadership, weak task prioritization, lacking willing to learn, weak teamwork, bad creativity",NOT HIRE
TRAIN_465,"Candidate Profile: bad adaptability, excellent teamwork, reliable detail oriented, strong leadership, weak technical skills",HIRE
TRAIN_466,"Candidate Profile: bad communication, poor detail oriented, outstanding critical thinking, poor willing to learn, lacking task prioritization",NOT HIRE
TRAIN_467,"Candidate Profile: lacking quick learner, good communication, excellent leadership, poor task prioritization, weak problem solving",HIRE
TRAIN_468,"Candidate Profile: good willing to learn, excellent leadership, weak task prioritization, lacking communication, excellent technical skills",HIRE
TRAIN_469,"Candidate Profile: inconsistent teamwork, good communication, bad problem solving, weak creativity, strong task prioritization",HIRE
TRAIN_470,"Candidate Profile: lacking task prioritization, excellent technical skills, bad leadership, poor detail oriented, excellent adaptability",HIRE
TRAIN_471,"Candidate Profile: lacking leadership, excellent technical skills, lacking willing to learn, excellent detail oriented, reliable communication",HIRE
TRAIN_472,"Candidate Profile: good willing to learn, excellent detail oriented, inconsistent critical thinking, good leadership, strong technical skills",HIRE
TRAIN_473,"Candidate Profile: excellent communication, weak creativity, good willing to learn, excellent adaptability, poor problem solving",HIRE
TRAIN_474,"Candidate Profile: strong task prioritization, outstanding teamwork, poor creativity, strong critical thinking, excellent detail oriented",HIRE
TRAIN_475,"Candidate Profile: bad creativity, poor problem solving, reliable leadership, poor willing to learn, poor critical thinking",NOT HIRE
TRAIN_476,"Candidate Profile: inconsistent leadership, bad communication, excellent creativity, good quick learner, weak willing to learn",HIRE
TRAIN_477,"Candidate Profile: bad problem solving, inconsistent teamwork, outstanding creativity, lacking leadership, reliable task prioritization",NOT HIRE
TRAIN_478,"Candidate Profile: excellent willing to learn, excellent task prioritization, lacking critical thinking, excellent adaptability, reliable quick learner",HIRE
TRAIN_479,"Candidate Profile: weak adaptability, reliable creativity, bad detail oriented, bad teamwork, weak task prioritization",NOT HIRE
TRAIN_480,"Candidate Profile: weak problem solving, reliable technical skills, excellent creativity, lacking willing to learn, outstanding adaptability",HIRE
TRAIN_481,"Candidate Profile: good creativity, weak leadership, strong teamwork, inconsistent adaptability, inconsistent technical skills",HIRE
TRAIN_482,"Candidate Profile: inconsistent technical skills, strong task prioritization, poor problem solving, good communication, weak detail oriented",HIRE
TRAIN_483,"Candidate Profile: reliable communication, lacking detail oriented, reliable adaptability, excellent quick learner, outstanding teamwork",HIRE
TRAIN_484,"Candidate Profile: excellent detail oriented, poor creativity, inconsistent teamwork, outstanding willing to learn, weak problem solving",HIRE
TRAIN_485,"Candidate Profile: bad willing to learn, lacking detail oriented, bad quick learner, poor communication, reliable technical skills",NOT HIRE
TRAIN_486,"Candidate Profile: lacking leadership, inconsistent willing to learn, outstanding adaptability, inconsistent technical skills, weak communication",NOT HIRE
TRAIN_487,"Candidate Profile: excellent teamwork, lacking creativity, inconsistent critical thinking, reliable willing to learn, weak adaptability",HIRE
TRAIN_488,"Candidate Profile: strong technical skills, reliable quick learner, reliable critical thinking, weak problem solving, reliable leadership",HIRE
TRAIN_489,"Candidate Profile: excellent quick learner, weak willing to learn, bad teamwork, strong adaptability, weak critical thinking",HIRE
TRAIN_490,"Candidate Profile: lacking technical skills, excellent quick learner, reliable teamwork, outstanding leadership, outstanding critical thinking",HIRE
TRAIN_491,"Candidate Profile: outstanding adaptability, excellent detail oriented, poor quick learner, lacking technical skills, reliable teamwork",HIRE
TRAIN_492,"Candidate Profile: lacking problem solving, inconsistent leadership, strong critical thinking, strong communication, good quick learner",HIRE
TRAIN_493,"Candidate Profile: bad teamwork, reliable task prioritization, bad leadership, excellent critical thinking, inconsistent adaptability",HIRE
TRAIN_494,"Candidate Profile: weak problem solving, lacking critical thinking, lacking willing to learn, reliable teamwork, excellent technical skills",HIRE
TRAIN_495,"Candidate Profile: excellent creativity, outstanding technical skills, excellent task prioritization, inconsistent communication, good teamwork",HIRE
TRAIN_496,"Candidate Profile: poor technical skills, outstanding task prioritization, reliable adaptability, reliable creativity, bad teamwork",NOT HIRE
TRAIN_497,"Candidate Profile: outstanding quick learner, reliable teamwork, weak critical thinking, strong problem solving, outstanding detail oriented",HIRE
TRAIN_498,"Candidate Profile: lacking technical skills, weak problem solving, inconsistent critical thinking, poor communication, outstanding task prioritization",NOT HIRE
TRAIN_499,"Candidate Profile: lacking problem solving, weak communication, outstanding quick learner, strong adaptability, poor critical thinking",HIRE
TRAIN_500,"Candidate Profile: reliable communication, lacking critical thinking, good task prioritization, excellent detail oriented, outstanding willing to learn",HIRE
